62	0	0.971	0.029	0.000	0.000	0.000	0.000	0.000
62	1	0.050	0.950	0.000	0.000	0.000	0.000	0.000
62	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
62	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
62	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
62	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
62	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
63	0	0.967	0.033	0.000	0.000	0.000	0.000	0.000
63	1	0.084	0.916	0.000	0.000	0.000	0.000	0.000
63	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
63	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
63	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
63	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
63	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
64	0	0.969	0.031	0.000	0.000	0.000	0.000	0.000
64	1	0.046	0.954	0.000	0.000	0.000	0.000	0.000
64	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
64	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
64	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
64	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
64	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
65	0	0.970	0.030	0.000	0.000	0.000	0.000	0.000
65	1	0.058	0.942	0.000	0.000	0.000	0.000	0.000
65	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
65	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
65	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
65	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
65	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
66	0	0.956	0.044	0.000	0.000	0.000	0.000	0.000
66	1	0.068	0.932	0.000	0.000	0.000	0.000	0.000
66	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
66	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
66	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
66	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
66	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
67	0	0.976	0.024	0.000	0.000	0.000	0.000	0.000
67	1	0.043	0.957	0.000	0.000	0.000	0.000	0.000
67	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
67	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
67	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
67	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
67	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
68	0	0.965	0.035	0.000	0.000	0.000	0.000	0.000
68	1	0.056	0.944	0.000	0.000	0.000	0.000	0.000
68	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
68	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
68	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
68	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
68	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
69	0	0.956	0.044	0.000	0.000	0.000	0.000	0.000
69	1	0.051	0.949	0.000	0.000	0.000	0.000	0.000
69	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
69	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
69	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
69	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
69	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
70	0	0.976	0.024	0.000	0.000	0.000	0.000	0.000
70	1	0.034	0.966	0.000	0.000	0.000	0.000	0.000
70	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
70	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
70	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
70	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
70	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
71	0	0.968	0.032	0.000	0.000	0.000	0.000	0.000
71	1	0.050	0.950	0.000	0.000	0.000	0.000	0.000
71	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
71	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
71	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
71	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
71	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
72	0	0.953	0.047	0.000	0.000	0.000	0.000	0.000
72	1	0.054	0.946	0.000	0.000	0.000	0.000	0.000
72	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
72	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
72	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
72	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
72	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
73	0	0.959	0.041	0.000	0.000	0.000	0.000	0.000
73	1	0.033	0.967	0.000	0.000	0.000	0.000	0.000
73	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
73	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
73	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
73	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
73	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
74	0	0.968	0.032	0.000	0.000	0.000	0.000	0.000
74	1	0.041	0.959	0.000	0.000	0.000	0.000	0.000
74	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
74	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
74	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
74	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
74	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
75	0	0.957	0.043	0.000	0.000	0.000	0.000	0.000
75	1	0.020	0.980	0.000	0.000	0.000	0.000	0.000
75	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
75	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
75	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
75	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
75	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
76	0	0.968	0.032	0.000	0.000	0.000	0.000	0.000
76	1	0.032	0.968	0.000	0.000	0.000	0.000	0.000
76	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
76	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
76	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
76	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
76	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
77	0	0.971	0.029	0.000	0.000	0.000	0.000	0.000
77	1	0.041	0.959	0.000	0.000	0.000	0.000	0.000
77	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
77	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
77	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
77	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
77	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
78	0	0.936	0.064	0.000	0.000	0.000	0.000	0.000
78	1	0.082	0.918	0.000	0.000	0.000	0.000	0.000
78	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
78	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
78	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
78	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
78	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
79	0	0.970	0.030	0.000	0.000	0.000	0.000	0.000
79	1	0.043	0.957	0.000	0.000	0.000	0.000	0.000
79	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
79	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
79	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
79	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
79	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
80	0	0.969	0.031	0.000	0.000	0.000	0.000	0.000
80	1	0.040	0.960	0.000	0.000	0.000	0.000	0.000
80	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
80	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
80	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
80	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
80	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
81	0	0.972	0.028	0.000	0.000	0.000	0.000	0.000
81	1	0.048	0.952	0.000	0.000	0.000	0.000	0.000
81	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
81	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
81	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
81	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
81	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
82	0	0.974	0.026	0.000	0.000	0.000	0.000	0.000
82	1	0.053	0.947	0.000	0.000	0.000	0.000	0.000
82	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
82	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
82	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
82	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
82	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
83	0	0.969	0.031	0.000	0.000	0.000	0.000	0.000
83	1	0.062	0.938	0.000	0.000	0.000	0.000	0.000
83	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
83	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
83	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
83	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
83	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
84	0	0.966	0.034	0.000	0.000	0.000	0.000	0.000
84	1	0.093	0.907	0.000	0.000	0.000	0.000	0.000
84	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
84	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
84	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
84	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
84	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
85	0	0.982	0.018	0.000	0.000	0.000	0.000	0.000
85	1	0.055	0.945	0.000	0.000	0.000	0.000	0.000
85	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
85	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
85	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
85	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
85	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
86	0	0.973	0.027	0.000	0.000	0.000	0.000	0.000
86	1	0.050	0.950	0.000	0.000	0.000	0.000	0.000
86	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
86	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
86	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
86	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
86	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
87	0	0.970	0.030	0.000	0.000	0.000	0.000	0.000
87	1	0.063	0.937	0.000	0.000	0.000	0.000	0.000
87	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
87	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
87	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
87	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
87	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
88	0	0.977	0.023	0.000	0.000	0.000	0.000	0.000
88	1	0.055	0.945	0.000	0.000	0.000	0.000	0.000
88	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
88	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
88	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
88	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
88	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
89	0	0.968	0.032	0.000	0.000	0.000	0.000	0.000
89	1	0.059	0.941	0.000	0.000	0.000	0.000	0.000
89	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
89	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
89	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
89	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
89	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
90	0	0.952	0.048	0.000	0.000	0.000	0.000	0.000
90	1	0.064	0.936	0.000	0.000	0.000	0.000	0.000
90	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
90	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
90	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
90	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
90	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
91	0	0.971	0.029	0.000	0.000	0.000	0.000	0.000
91	1	0.031	0.969	0.000	0.000	0.000	0.000	0.000
91	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
91	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
91	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
91	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
91	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
92	0	0.962	0.038	0.000	0.000	0.000	0.000	0.000
92	1	0.038	0.962	0.000	0.000	0.000	0.000	0.000
92	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
92	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
92	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
92	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
92	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
93	0	0.942	0.058	0.000	0.000	0.000	0.000	0.000
93	1	0.047	0.953	0.000	0.000	0.000	0.000	0.000
93	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
93	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
93	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
93	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
93	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
94	0	0.947	0.053	0.000	0.000	0.000	0.000	0.000
94	1	0.022	0.978	0.000	0.000	0.000	0.000	0.000
94	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
94	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
94	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
94	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
94	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
95	0	0.948	0.052	0.000	0.000	0.000	0.000	0.000
95	1	0.030	0.970	0.000	0.000	0.000	0.000	0.000
95	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
95	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
95	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
95	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
95	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
96	0	0.892	0.108	0.000	0.000	0.000	0.000	0.000
96	1	0.071	0.929	0.000	0.000	0.000	0.000	0.000
96	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
96	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
96	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
96	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
96	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
97	0	0.952	0.048	0.000	0.000	0.000	0.000	0.000
97	1	0.025	0.975	0.000	0.000	0.000	0.000	0.000
97	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
97	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
97	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
97	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
97	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
98	0	0.959	0.041	0.000	0.000	0.000	0.000	0.000
98	1	0.019	0.981	0.000	0.000	0.000	0.000	0.000
98	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
98	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
98	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
98	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
98	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
99	0	0.957	0.043	0.000	0.000	0.000	0.000	0.000
99	1	0.028	0.972	0.000	0.000	0.000	0.000	0.000
99	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
99	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
99	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
99	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
99	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
100	0	0.931	0.069	0.000	0.000	0.000	0.000	0.000
100	1	0.021	0.979	0.000	0.000	0.000	0.000	0.000
100	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
100	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
100	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
100	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
100	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
101	0	0.944	0.056	0.000	0.000	0.000	0.000	0.000
101	1	0.023	0.977	0.000	0.000	0.000	0.000	0.000
101	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
101	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
101	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
101	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
101	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
102	0	0.919	0.081	0.000	0.000	0.000	0.000	0.000
102	1	0.030	0.970	0.000	0.000	0.000	0.000	0.000
102	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
102	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
102	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
102	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
102	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
103	0	0.936	0.064	0.000	0.000	0.000	0.000	0.000
103	1	0.017	0.983	0.000	0.000	0.000	0.000	0.000
103	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
103	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
103	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
103	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
103	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
104	0	0.942	0.058	0.000	0.000	0.000	0.000	0.000
104	1	0.020	0.980	0.000	0.000	0.000	0.000	0.000
104	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
104	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
104	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
104	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
104	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
105	0	0.913	0.087	0.000	0.000	0.000	0.000	0.000
105	1	0.027	0.973	0.000	0.000	0.000	0.000	0.000
105	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
105	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
105	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
105	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
105	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
106	0	0.930	0.070	0.000	0.000	0.000	0.000	0.000
106	1	0.017	0.983	0.000	0.000	0.000	0.000	0.000
106	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
106	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
106	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
106	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
106	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
107	0	0.915	0.085	0.000	0.000	0.000	0.000	0.000
107	1	0.016	0.984	0.000	0.000	0.000	0.000	0.000
107	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
107	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
107	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
107	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
107	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
108	0	0.868	0.132	0.000	0.000	0.000	0.000	0.000
108	1	0.030	0.970	0.000	0.000	0.000	0.000	0.000
108	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
108	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
108	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
108	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
108	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
109	0	0.910	0.090	0.000	0.000	0.000	0.000	0.000
109	1	0.020	0.980	0.000	0.000	0.000	0.000	0.000
109	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
109	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
109	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
109	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
109	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
110	0	0.927	0.073	0.000	0.000	0.000	0.000	0.000
110	1	0.021	0.979	0.000	0.000	0.000	0.000	0.000
110	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
110	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
110	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
110	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
110	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
111	0	0.913	0.087	0.000	0.000	0.000	0.000	0.000
111	1	0.026	0.974	0.000	0.000	0.000	0.000	0.000
111	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
111	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
111	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
111	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
111	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
112	0	0.929	0.071	0.000	0.000	0.000	0.000	0.000
112	1	0.022	0.978	0.000	0.000	0.000	0.000	0.000
112	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
112	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
112	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
112	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
112	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
113	0	0.932	0.068	0.000	0.000	0.000	0.000	0.000
113	1	0.029	0.971	0.000	0.000	0.000	0.000	0.000
113	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
113	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
113	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
113	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
113	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
114	0	0.893	0.107	0.000	0.000	0.000	0.000	0.000
114	1	0.053	0.947	0.000	0.000	0.000	0.000	0.000
114	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
114	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
114	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
114	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
114	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
115	0	0.940	0.060	0.000	0.000	0.000	0.000	0.000
115	1	0.014	0.986	0.000	0.000	0.000	0.000	0.000
115	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
115	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
115	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
115	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
115	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
116	0	0.938	0.062	0.000	0.000	0.000	0.000	0.000
116	1	0.015	0.985	0.000	0.000	0.000	0.000	0.000
116	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
116	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
116	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
116	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
116	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
117	0	0.932	0.068	0.000	0.000	0.000	0.000	0.000
117	1	0.029	0.971	0.000	0.000	0.000	0.000	0.000
117	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
117	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
117	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
117	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
117	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
118	0	0.944	0.056	0.000	0.000	0.000	0.000	0.000
118	1	0.016	0.984	0.000	0.000	0.000	0.000	0.000
118	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
118	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
118	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
118	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
118	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
119	0	0.957	0.043	0.000	0.000	0.000	0.000	0.000
119	1	0.030	0.970	0.000	0.000	0.000	0.000	0.000
119	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
119	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
119	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
119	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
119	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
120	0	0.928	0.072	0.000	0.000	0.000	0.000	0.000
120	1	0.021	0.979	0.000	0.000	0.000	0.000	0.000
120	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
120	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
120	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
120	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
120	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
121	0	0.945	0.055	0.000	0.000	0.000	0.000	0.000
121	1	0.010	0.990	0.000	0.000	0.000	0.000	0.000
121	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
121	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
121	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
121	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
121	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
122	0	0.970	0.030	0.000	0.000	0.000	0.000	0.000
122	1	0.017	0.983	0.000	0.000	0.000	0.000	0.000
122	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
122	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
122	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
122	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
122	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
123	0	0.947	0.053	0.000	0.000	0.000	0.000	0.000
123	1	0.020	0.980	0.000	0.000	0.000	0.000	0.000
123	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
123	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
123	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
123	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
123	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
124	0	0.962	0.038	0.000	0.000	0.000	0.000	0.000
124	1	0.014	0.986	0.000	0.000	0.000	0.000	0.000
124	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000
